brand;model;body;year;mileage;fuel;seller;transmission;city;color;price
hyundai;h-100;pickup-trucks;2015;44,000 KM;diesel;dealer;manual;Makati;White;448000
toyota;vios-2017-2018;sedan;2018;3,300 KM;gasoline;dealer;manual;Manila;Green;528000
toyota;vios;sedan;2019;3,300 KM;gasoline;dealer;automatic;Quezon City;Green;660000
ford;ecosport-2013-2017;suv;2015;30,000 KM;gasoline;dealer;automatic;Las Pinas;Black;580000
kia;rio-sedan;sedan;2016;26,794 KM;gasoline;dealer;automatic;Angeles;Red;480000
toyota;innova;mpv;2016;40,000 KM;diesel;dealer;automatic;Las Pinas;Black;980000
nissan;np300-navara;pickup-trucks;2016;42,000 KM;diesel;dealer;automatic;Makati;White;795000
toyota;hiace-2015-2018;van;2016;16,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1280000
toyota;vios;sedan;2016;13,000 KM;gasoline;dealer;automatic;Quezon City;Red;468000
toyota;yaris;hatchback;2016;5,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;488000
toyota;hilux;pickup-trucks;2016;25,000 KM;diesel;dealer;automatic;Marikina;Red;958000
hyundai;grand-starex;van;2015;40,000 KM;diesel;dealer;automatic;Quezon City;White;1088000
chevrolet;trailblazer-2015;suv;2015;41,000 KM;diesel;individual;automatic;Muntinlupa;Brown;770000
isuzu;mu-x;suv;2016;49,000 KM;diesel;individual;automatic;Marikina;White;900000
subaru;forester-2015;suv;2016;50,000 KM;gasoline;individual;automatic;Muntinlupa;Silver / Grey;825000
kia;picanto;hatchback;2017;25,000 KM;gasoline;individual;manual;Davao City;Brown;299000
toyota;camry-2010-2014;sedan;2013;36,000 KM;gasoline;dealer;n/a;Manila;n/a;3480000
ford;ranger-2010-2015;pickup-trucks;2015;40,000 KM;diesel;dealer;n/a;Las Pinas;Orange;780000
suzuki;ciaz;sedan;2016;33,000 KM;gasoline;dealer;maunal;Quezon City;Silver / Grey;338000
toyota;hilux;pickup-trucks;2016;45,000 KM;diesel;dealer;maunal;Quezon City;White;998000
toyota;innova-2015-2017;mpv;2016;31,585 KM;diesel;dealer;n/a;Quezon City;n/a;858000
mitsubishi;mirage;hatchback;2016;3,000 KM;gasoline;dealer;maunal;Quezon City;White;285000
hyundai;tucson-2005-2015;suv;2015;n/a;gasoline;dealer;n/a;Quezon City;n/a;558000
mitsubishi;mirage;hatchback;2015;40,000 KM;gasoline;dealer;maunal;Caloocan;Red;270000
mitsubishi;montero-sport;suv;2018;9,000 KM;diesel;dealer;maunal;Caloocan;Silver / Grey;995000
mitsubishi;strada;pickup-trucks;2018;18,000 KM;diesel;dealer;maunal;Caloocan;Silver / Grey;885000
suzuki;ertiga-2016-2018;mpv;2017;40,000 KM;gasoline;dealer;maunal;Caloocan;Red;555000
toyota;avanza-2015;mpv;2015;49,000 KM;gasoline;dealer;n/a;Manila;Silver / Grey;548000
hyundai;grand-starex-2014-2018;van;2015;64,192 KM;diesel;dealer;n/a;Pasig;n/a;1050000
hyundai;grand-starex-2014-2018;van;2015;71,775 KM;diesel;dealer;n/a;Pasig;n/a;1099000
ford;explorer;suv;2015;33,000 KM;gasoline;dealer;n/a;Makati;Black;990000
ford;explorer;suv;2015;30,000 KM;gasoline;dealer;n/a;Quezon City;White;1399000
toyota;innova-2015-2017;mpv;2015;34,183 KM;diesel;dealer;n/a;Quezon City;Black;799000
ford;ranger-2016-2018;pickup-trucks;2016;n/a;diesel;dealer;n/a;Imus;Silver / Grey;938000
kia;picanto;hatchback;2016;31,000 KM;gasoline;individual;manual;Tanza;Black;260000
nissan;urvan;van;2015;30,000 KM;diesel;individual;manual;Mandaluyong;White;850000
mazda;2-hatchback;hatchback;2016;26,000 KM;gasoline;individual;automatic;Pasig;Red;590000
toyota;vios;sedan;2015;41,000 KM;gasoline;individual;manual;Quezon City;n/a;420000
chevrolet;trailblazer-2015;suv;2015;46,994 KM;diesel;individual;automatic;Muntinlupa;Silver / Grey;850000
ford;focus;hatchback;2016;17,000 KM;gasoline;individual;automatic;Makati;Black;720000
jeep;wrangler;suv;2019;6,000 KM;gasoline;individual;automatic;Makati;Black;2200000
ford;ranger-2016-2018;pickup-trucks;2017;29,000 KM;diesel;individual;maunal;Taguig;Black;950000
toyota;wigo;hatchback;2015;60,000 KM;gasoline;individual;manual;Imus;n/a;350000
honda;city;sedan;2015;43,000 KM;gasoline;individual;cvt;Makati;Black;580000
lexus;lx;suv;2016;9,000 KM;gasoline;dealer;automatic;Quezon City;White;7200000
toyota;avanza-2015-2018;mpv;2018;1 KM;gasoline;dealer;automatic;Quezon City;Blue;750000
audi;tt;coupe;2016;12,000 KM;gasoline;dealer;automatic;Quezon City;Red;2980000
mitsubishi;montero-sport-2015;suv;2011;42,000 KM;diesel;dealer;automatic;Quezon City;n/a;748000
toyota;fortuner-2015;suv;2015;41,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;958000
honda;brio-amaze;sedan;2015;57 KM;gasoline;dealer;automatic;Manila;Blue;388000
honda;city;sedan;2016;62,000 KM;gasoline;dealer;automatic;Manila;n/a;625000
mercedes-benz;cls63;luxury-vehicles;2013;7,000 KM;gasoline;dealer;automatic;Quezon City;n/a;7450000
toyota;vios;sedan;2015;30,000 KM;gasoline;dealer;automatic;Bacoor;Brown;398000
toyota;avanza-2015-2018;mpv;2016;32,000 KM;gasoline;dealer;automatic;Makati;Beige;852000
mazda;2-hatchback;hatchback;2016;44,260 KM;gasoline;dealer;automatic;Angeles;n/a;530000
toyota;vios;sedan;2016;13,800 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;445000
toyota;fortuner-2015;suv;2015;29,000 KM;diesel;dealer;automatic;Quezon City;White;925000
mitsubishi;pajero;suv;2008;47,000 KM;diesel;dealer;automatic;Quezon City;n/a;968000
mitsubishi;montero-sport-2015;suv;2014;31,000 KM;diesel;dealer;automatic;Quezon City;n/a;800000
toyota;rav-4-2017-2018;crossover;2014;45,000 KM;gasoline;dealer;automatic;Paranaque;n/a;775000
toyota;fortuner;suv;2016;56,737 KM;diesel;dealer;automatic;Quezon City;Black;1328000
toyota;fortuner;suv;2016;38,583 KM;diesel;dealer;automatic;Quezon City;Black;1378000
toyota;land-cruiser-prado;suv;2016;n/a;gasoline;dealer;automatic;Quezon City;Black;2498000
gmc;savana;van;2015;n/a;gasoline;dealer;automatic;Quezon City;Black;2788000
nissan;np300-navara;pickup-trucks;2016;n/a;diesel;dealer;automatic;Quezon City;White;880000
hyundai;tucson;crossover;2016;40,000 KM;diesel;dealer;automatic;Las Pinas;Silver / Grey;850000
toyota;yaris;hatchback;2016;30,000 KM;gasoline;dealer;automatic;Las Pinas;Black;510000
toyota;wigo;hatchback;2019;5,000 KM;gasoline;dealer;n/a;Quezon City;Silver / Grey;455000
toyota;corolla-altis-2015;sedan;2015;n/a;gasoline;dealer;n/a;Quezon City;White;668000
toyota;innova-2015-2017;mpv;2016;n/a;diesel;dealer;n/a;Pasig;Silver / Grey;750000
toyota;fortuner-2015;suv;2015;25,350 KM;diesel;dealer;manual;Manila;White;948000
toyota;corolla-altis-2015;sedan;2015;23,116 KM;gasoline;dealer;manual;Manila;Brown;690000
mitsubishi;strada;pickup-trucks;2016;1 KM;diesel;dealer;manual;Manila;n/a;748000
toyota;avanza;mpv;2019;3,000 KM;gasoline;dealer;manual;Caloocan;Beige;550000
toyota;innova;mpv;2019;11,500 KM;diesel;dealer;manual;Quezon City;Red;935000
hyundai;grand-starex;minivans;2015;1 KM;diesel;dealer;manual;Manila;n/a;788000
toyota;hiace-2015-2018;van;2016;40,000 KM;diesel;dealer;manual;Quezon City;White;1318000
ford;ranger;pickup-trucks;2015;1 KM;diesel;dealer;manual;Manila;White;825000
honda;city;sedan;2015;35,000 KM;gasoline;dealer;manual;Las Pinas;Silver / Grey;465500
toyota;avanza;mpv;2019;3,300 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;685000
toyota;hiace-2015-2018;van;2018;15,000 KM;diesel;dealer;manual;Quezon City;White;1055000
toyota;vios;sedan;2015;1 KM;gasoline;dealer;manual;Cebu City;Silver / Grey;430000
toyota;vios;sedan;2015;1 KM;gasoline;dealer;manual;Cebu City;Red;499000
toyota;yaris;hatchback;2015;1 KM;gasoline;dealer;manual;Cebu City;Silver / Grey;450000
mitsubishi;adventure;mpv;2017;1 KM;diesel;dealer;manual;Quezon City;Silver / Grey;760000
mitsubishi;adventure;mpv;2016;37,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;578000
isuzu;mu-x;mpv;2015;46,512 KM;diesel;dealer;manual;Quezon City;n/a;880000
toyota;corolla-altis;sedan;2012;45,000 KM;gasoline;dealer;manual;Manila;n/a;395000
bmw;5-series-sedan-2010-2016;sedan;2016;11,166 KM;diesel;dealer;manual;Pasig;Black;2300000
mitsubishi;mirage-g4;sedan;2018;4,715 KM;gasoline;dealer;manual;Pasig;n/a;481840
toyota;hiace;van;2015;58,000 KM;diesel;dealer;automatic;Quezon City;Black;1368000
chevrolet;suburban;suv;2015;30,000 KM;gasoline;dealer;automatic;Pasig;Black;3900000
mitsubishi;montero-sport-2015;suv;2015;n/a;diesel;dealer;automatic;Quezon City;White;998000
kia;sportage-2015;suv;2015;n/a;diesel;dealer;automatic;Quezon City;Silver / Grey;698000
ford;ranger-2016-2018;pickup-trucks;2015;n/a;diesel;dealer;automatic;Quezon City;White;818000
honda;city;sedan;2016;n/a;gasoline;dealer;automatic;Quezon City;Black;648000
suzuki;vitara;suv;2016;n/a;gasoline;dealer;automatic;Quezon City;White;658000
maserati;ghibli;sedan;2016;5,600 KM;gasoline;dealer;automatic;Pasig;White;4900000
chevrolet;trailblazer;suv;2019;18,000 KM;diesel;dealer;automatic;Quezon City;Black;1280000
ferrari;488-spider;roadster;2015;4,800 KM;gasoline;dealer;automatic;Pasig;Red;18000000
mitsubishi;mirage;hatchback;2016;23,371 KM;gasoline;dealer;maunal;Quezon City;Red;320000
toyota;fortuner;suv;2018;2,800 KM;diesel;dealer;maunal;Quezon City;Black;1235000
toyota;wigo;hatchback;2019;1,500 KM;gasoline;dealer;maunal;Quezon City;Silver / Grey;445000
toyota;wigo;hatchback;2019;5,800 KM;gasoline;dealer;n/a;Quezon City;Red;528000
toyota;corolla-altis-2016-2018;sedan;2016;40,762 KM;gasoline;dealer;maunal;Pasay;Silver / Grey;648000
kia;picanto;hatchback;2016;26,000 KM;gasoline;dealer;manual;Quezon City;Red;248000
chevrolet;spin;muv;2015;50,000 KM;gasoline;dealer;manual;Las Pinas;Silver / Grey;430000
land-rover;defender;suv;2015;13,000 KM;diesel;dealer;manual;Muntinlupa;White;4850000
nissan;frontier-navara;pickup-trucks;2015;n/a;diesel;dealer;manual;Quezon City;n/a;648000
nissan;nv350-urvan;minivans;2018;25,000 KM;diesel;dealer;manual;Caloocan;Silver / Grey;1198000
nissan;almera-2015;sedan;2015;40,000 KM;gasoline;dealer;manual;Bacoor;Gold;298000
ford;explorer;suv;2016;29,000 KM;gasoline;dealer;automatic;Quezon City;Black;1694000
mitsubishi;montero-sport;suv;2016;14,000 KM;diesel;dealer;automatic;Marikina;Silver / Grey;1268000
toyota;land-cruiser-prado;suv;2016;14,000 KM;diesel;dealer;automatic;Pasig;Black;3950000
bmw;x4;suv;2016;19,000 KM;gasoline;dealer;automatic;Pasig;Black;2880000
toyota;hiace-2015-2018;van;2016;37,000 KM;diesel;dealer;automatic;Manila;Black;1298000
mitsubishi;montero-sport-2015;suv;2015;53,891 KM;diesel;dealer;automatic;Marikina;n/a;828000
chevrolet;trailblazer-2015;suv;2016;25,198 KM;diesel;dealer;automatic;Manila;Brown;988000
hyundai;grand-starex;van;2015;1 KM;diesel;dealer;automatic;Manila;Silver / Grey;1680000
ford;everest;suv;2016;18,412 KM;diesel;dealer;automatic;Manila;Red;1680000
hyundai;grand-starex;van;2016;1 KM;diesel;dealer;automatic;Manila;n/a;1188000
hyundai;accent;sedan;2016;1 KM;diesel;dealer;automatic;Manila;n/a;480000
hyundai;santa-fe;suv;2016;1 KM;diesel;dealer;automatic;Manila;n/a;1088000
ford;everest;suv;2016;1 KM;diesel;dealer;automatic;Manila;n/a;1438000
toyota;innova;mpv;2017;23,000 KM;diesel;dealer;automatic;Caloocan;Black;1015000
chevrolet;trax;crossover;2016;26,000 KM;gasoline;dealer;automatic;Makati;Black;512000
toyota;vios;sedan;2019;2,000 KM;gasoline;dealer;automatic;Quezon City;Green;745000
toyota;innova;mpv;2018;5,500 KM;diesel;dealer;automatic;Quezon City;Black;1180000
toyota;fortuner-2015;suv;2015;51,000 KM;diesel;dealer;automatic;Cebu City;Black;1020000
mitsubishi;montero-sport;suv;2016;10,817 KM;diesel;dealer;automatic;Makati;n/a;1550000
toyota;fj-cruiser;suv;2016;36,403 KM;gasoline;dealer;automatic;Makati;n/a;1450000
toyota;vios;sedan;2018;2,200 KM;gasoline;dealer;automatic;Quezon City;White;710000
mazda;mx-5-2016-2018;coupe;2016;19,000 KM;gasoline;dealer;automatic;Quezon City;Green;1388000
ford;explorer;suv;2016;30,000 KM;gasoline;dealer;automatic;Quezon City;Black;1628000
chevrolet;captiva;crossover;2015;48,000 KM;diesel;dealer;automatic;Quezon City;Brown;778000
ford;escape;suv;2016;19,000 KM;gasoline;dealer;automatic;Pasay;Black;718000
hyundai;santa-fe;suv;2016;50,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1028000
mercedes-benz;b-class;hatchback;2016;28,000 KM;gasoline;dealer;automatic;Quezon City;White;1398000
toyota;vios;sedan;2015;30,000 KM;gasoline;dealer;automatic;Cavite City;Brown;418000
mazda;3-sedan;sedan;2016;28,000 KM;gasoline;dealer;automatic;Pasay;n/a;718000
chevrolet;trailblazer-2015;suv;2016;n/a;diesel;dealer;automatic;Quezon City;Black;898000
toyota;hilux;pickup-trucks;2019;6,000 KM;diesel;dealer;automatic;Quezon City;n/a;1585000
isuzu;mu-x;suv;2016;27,824 KM;diesel;dealer;automatic;Quezon City;n/a;980000
toyota;fj-cruiser;suv;2016;30,142 KM;gasoline;dealer;automatic;Quezon City;n/a;1525000
toyota;fortuner;suv;2016;n/a;diesel;dealer;automatic;Quezon City;White;995000
toyota;vios;sedan;2018;3,300 KM;gasoline;dealer;automatic;Quezon City;Black;695000
toyota;fortuner-2015;suv;2015;29,000 KM;diesel;dealer;automatic;Quezon City;White;965000
honda;hr-v;suv;2015;41,792 KM;gasoline;dealer;automatic;Angeles;n/a;790000
honda;mobilio;mpv;2016;18,000 KM;gasoline;dealer;automatic;Quezon City;Black;618000
audi;a1-sportback;hatchback;2018;2,000 KM;gasoline;dealer;automatic;Aguinaldo;n/a;50000888
toyota;vios;sedan;2016;1 KM;gasoline;dealer;automatic;Marikina;Red;495000
ford;ecosport-2013-2017;suv;2015;1 KM;gasoline;dealer;automatic;Cebu City;White;550000
nissan;gt-r;coupe;2018;2,800 KM;gasoline;dealer;automatic;Manila;White;6700000
ford;ecosport-2013-2017;suv;2015;57,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;508000
toyota;vios;sedan;2015;48,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;448000
honda;hr-v;suv;2015;35,000 KM;gasoline;dealer;automatic;Makati;Blue;758000
isuzu;crosswind;suv;2015;40,000 KM;diesel;dealer;automatic;Manila;Green;658000
toyota;fortuner;suv;2016;34,100 KM;diesel;dealer;automatic;Manila;White;1368000
toyota;corolla-altis-2015;sedan;2015;61,000 KM;gasoline;dealer;cvt;Manila;Red;558000
toyota;corolla-altis-2015;sedan;2015;61,000 KM;gasoline;dealer;cvt;Manila;Red;558000
ford;ranger-2010-2015;pickup-trucks;2015;49,000 KM;diesel;dealer;n/a;Makati;Silver / Grey;735000
toyota;innova-2015-2017;mpv;2016;15,000 KM;diesel;dealer;n/a;Manila;Silver / Grey;720000
toyota;wigo;hatchback;2018;2,000 KM;gasoline;dealer;n/a;Quezon City;Silver / Grey;440000
toyota;avanza-2015-2018;mpv;2016;n/a;gasoline;dealer;maunal;Manila;Black;665000
toyota;fortuner-2015;suv;2016;140,000 KM;diesel;dealer;n/a;Manila;White;958000
isuzu;crosswind;suv;2015;45,241 KM;diesel;dealer;maunal;Marikina;Silver / Grey;718000
toyota;fortuner;suv;2016;6,000 KM;diesel;dealer;maunal;Manila;Black;1300000
ford;ranger-2016-2018;pickup-trucks;2016;29,000 KM;diesel;dealer;maunal;Quezon City;Blue;798000
toyota;wigo;hatchback;2016;9,469 KM;gasoline;dealer;maunal;Quezon City;Silver / Grey;310000
honda;mobilio;mpv;2016;37,000 KM;gasoline;dealer;maunal;Manila;White;518000
toyota;innova-2015-2017;mpv;2015;10,000 KM;diesel;dealer;n/a;Quezon City;Silver / Grey;720000
nissan;juke;crossover;2016;26,038 KM;gasoline;dealer;cvt;Angeles;n/a;690000
mitsubishi;mirage;hatchback;2017;35,000 KM;gasoline;dealer;cvt;Caloocan;Black;375000
mitsubishi;mirage;hatchback;2017;30,000 KM;gasoline;dealer;cvt;Caloocan;Silver / Grey;385000
mitsubishi;mirage-g4-2015-2018;sedan;2018;9,000 KM;gasoline;dealer;cvt;Caloocan;Silver / Grey;420000
toyota;vios-2017-2018;sedan;2018;3,300 KM;gasoline;dealer;cvt;Manila;Black;680000
toyota;corolla-altis-2015;sedan;2015;24,000 KM;gasoline;dealer;n/a;Caloocan;Silver / Grey;625000
toyota;fj-cruiser-2007-2015;suv;2016;11,295 KM;gasoline;dealer;n/a;Manila;n/a;1628000
toyota;avanza-2015-2018;mpv;2018;20,000 KM;gasoline;dealer;maunal;Caloocan;Silver / Grey;550000
ford;ranger-2010-2015;pickup-trucks;2015;18,000 KM;diesel;dealer;n/a;Quezon City;Black;714000
mitsubishi;mirage;hatchback;2016;1 KM;gasoline;dealer;maunal;Manila;n/a;410000
suzuki;apv;minivans;2016;1 KM;gasoline;dealer;maunal;Manila;n/a;410000
toyota;avanza-2015-2018;mpv;2017;10,800 KM;gasoline;dealer;maunal;Quezon City;Blue;530000
toyota;avanza-2015;mpv;2015;49,000 KM;gasoline;dealer;n/a;Manila;Black;548000
ford;ranger-2016-2018;pickup-trucks;2016;1 KM;diesel;dealer;maunal;Manila;n/a;1038000
ford;explorer;suv;2015;1 KM;gasoline;dealer;n/a;Manila;n/a;1450000
toyota;innova-2015-2017;mpv;2015;48,000 KM;diesel;dealer;n/a;Quezon City;Silver / Grey;720000
honda;mobilio;mpv;2016;n/a;gasoline;dealer;maunal;Quezon City;Silver / Grey;590000
toyota;fortuner;suv;2017;18,000 KM;diesel;dealer;maunal;Quezon City;Black;1075000
toyota;avanza-2015-2018;mpv;2017;10,800 KM;gasoline;dealer;maunal;Quezon City;Blue;540000
mitsubishi;montero-sport;suv;2016;40,000 KM;diesel;dealer;maunal;Quezon City;Black;1128000
toyota;corolla-altis-2015;sedan;2015;40,000 KM;gasoline;dealer;n/a;Cebu City;White;830000
toyota;wigo;hatchback;2015;20,000 KM;gasoline;dealer;maunal;Cebu City;Black;450000
toyota;innova-2015-2017;mpv;2016;71,000 KM;diesel;dealer;n/a;Cebu City;Silver / Grey;949000
toyota;innova-2015-2017;mpv;2015;51,000 KM;diesel;dealer;n/a;Cebu City;Silver / Grey;755000
suzuki;swift-2016;hatchback;2016;1 KM;gasoline;dealer;maunal;Cebu City;Silver / Grey;419000
toyota;wigo;hatchback;2016;18,000 KM;gasoline;dealer;maunal;Cebu City;White;450000
toyota;wigo;hatchback;2016;1 KM;gasoline;dealer;maunal;Cebu City;Black;420000
toyota;wigo;hatchback;2015;1 KM;gasoline;dealer;maunal;Cebu City;Red;395000
toyota;wigo;hatchback;2015;29,000 KM;gasoline;dealer;maunal;Cebu City;Red;409000
toyota;innova-2015-2017;mpv;2016;30,000 KM;diesel;dealer;n/a;Quezon City;n/a;838000
suzuki;celerio;hatchback;2016;1 KM;gasoline;dealer;maunal;Mandaue;Silver / Grey;400000
suzuki;ertiga-2016-2018;mpv;2015;39,000 KM;gasoline;dealer;maunal;Mandaue;Silver / Grey;550000
toyota;innova-2015-2017;mpv;2015;31,000 KM;diesel;dealer;n/a;Makati;White;695000
toyota;innova-2015-2017;mpv;2015;31,787 KM;diesel;dealer;n/a;Makati;n/a;685000
ford;everest;suv;2016;27,000 KM;diesel;dealer;automatic;Quezon City;White;928000
ford;explorer;suv;2016;30,000 KM;gasoline;dealer;automatic;Makati;White;1898000
toyota;vios;sedan;2017;11,800 KM;gasoline;dealer;automatic;Quezon City;Purple / Pink;538000
ford;everest;suv;2016;38,206 KM;diesel;dealer;maunal;Rizal;White;1058000
toyota;fortuner-2015;suv;2015;41,000 KM;diesel;dealer;automatic;Quezon City;n/a;958000
ford;ecosport-2013-2017;suv;2015;44,000 KM;gasoline;dealer;automatic;Pasig;White;598000
mitsubishi;montero-sport;suv;2016;24,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1258000
hyundai;tucson;crossover;2016;33,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;858000
lexus;lx;suv;2016;9,000 KM;gasoline;dealer;automatic;Quezon City;White;7200000
chevrolet;trailblazer-2015;suv;2015;30,000 KM;diesel;dealer;automatic;Marikina;n/a;825000
toyota;hiace-2015-2018;van;2016;n/a;diesel;dealer;automatic;Marikina;Silver / Grey;1285000
mitsubishi;montero-sport;suv;2016;60,000 KM;diesel;dealer;automatic;Bacoor;Gold;998000
toyota;land-cruiser-prado;suv;2016;40,000 KM;gasoline;dealer;automatic;Bacoor;Black;1998000
ford;ecosport-2013-2017;suv;2016;n/a;gasoline;dealer;automatic;Quezon City;n/a;498000
isuzu;d-max;pickup-trucks;2017;20,000 KM;diesel;dealer;automatic;Caloocan;Orange;885000
mazda;3-sedan;sedan;2018;40,000 KM;gasoline;dealer;automatic;Caloocan;Red;795000
ford;fiesta;hatchback;2017;28,000 KM;gasoline;dealer;automatic;Caloocan;Black;420000
suzuki;swift;hatchback;2019;9,000 KM;gasoline;dealer;automatic;Caloocan;Red;585000
chevrolet;trailblazer;suv;2017;30,000 KM;diesel;dealer;automatic;Caloocan;Silver / Grey;935000
nissan;np300-navara;pickup-trucks;2019;12,000 KM;diesel;dealer;automatic;Caloocan;Orange;1085000
toyota;avanza-2015-2018;mpv;2016;45,000 KM;gasoline;dealer;automatic;Manila;Blue;588000
mazda;6;sedan;2016;14,000 KM;gasoline;dealer;automatic;Manila;White;928000
mazda;2-hatchback;hatchback;2016;20,000 KM;gasoline;dealer;automatic;Pasig;Red;688000
ford;ecosport-2013-2017;suv;2016;30,000 KM;gasoline;dealer;automatic;Mandaluyong;n/a;498000
toyota;fortuner;suv;2016;20,000 KM;diesel;dealer;automatic;Makati;Black;1290000
nissan;terra;suv;2019;24,000 KM;diesel;dealer;automatic;Quezon City;n/a;1530000
toyota;vios;sedan;2016;13,800 KM;gasoline;dealer;automatic;Manila;Silver / Grey;450000
toyota;fortuner-2015;suv;2015;29,000 KM;diesel;dealer;automatic;Manila;White;930000
